 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,129,129,129,97.231,152.615,0,120
2,0.000,122,122,122,193.077,148.359,0,121
3,0.000,181,181,181,293.590,147.538,0,123
4,0.000,147,147,147,391.231,147.128,0,125
5,0.000,121,121,121,488.051,148.769,0,127
