 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,170,170,170,10.154,142.769,0,134
2,0.000,160,160,160,148.359,146.718,0,136
3,0.000,153,153,153,284.154,150.821,0,138
4,0.000,134,134,134,418.718,154.923,0,140
5,0.000,128,128,128,559.846,152.051,0,142
