 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,143,143,143,173.846,147.077,0,143
2,0.000,159,159,159,346.513,152.051,0,145
3,0.000,152,152,152,522.923,157.385,0,147
