 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,127,127,127,56.923,164.923,0,59
2,0.000,117,117,117,174.615,166.821,0,61
3,0.000,183,183,183,300.974,172.564,0,63
4,0.000,141,141,141,428.154,177.897,0,65
