 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,124,124,124,66.462,160.000,0,31
2,0.000,173,173,173,139.744,157.385,0,33
3,0.000,179,179,179,223.026,154.513,0,35
4,0.000,171,171,171,321.077,153.692,0,37
5,0.000,127,127,127,416.667,153.282,0,39
6,0.000,158,158,158,509.385,155.333,0,41
