 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,160,160,160,20.308,172.615,0,51
2,0.000,169,169,169,115.128,170.513,0,53
3,0.000,131,131,131,212.769,166.821,0,55
4,0.000,145,145,145,315.333,166.410,0,57
5,0.000,134,134,134,416.256,167.231,0,59
6,0.000,165,165,165,518.000,167.231,0,61
