 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,182,182,182,7.231,153.692,0,116
2,0.000,145,145,145,150.000,160.256,0,118
3,0.000,148,148,148,330.923,164.769,0,119
4,0.000,140,140,140,495.436,159.846,0,121
