 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,146,146,146,3.692,266.462,0,78
2,0.000,140,140,140,134.000,269.795,0,79
3,0.000,197,197,197,265.692,273.897,0,79
4,0.000,197,197,197,400.667,277.590,0,81
5,0.000,153,153,153,544.256,284.974,0,85
