 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,139,139,139,25.846,205.846,0,61
2,0.000,149,149,149,99.538,204.564,0,63
3,0.000,154,154,154,173.795,203.333,0,65
4,0.000,174,174,174,250.103,202.923,0,67
5,0.000,161,161,161,321.487,199.231,0,69
6,0.000,178,178,178,400.667,199.641,0,71
7,0.000,182,182,182,480.667,199.231,0,73
