 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,154,154,154,17.231,145.231,0,115
2,0.000,132,132,132,192.667,150.000,0,117
3,0.000,145,145,145,351.436,157.795,0,119
4,0.000,169,169,169,522.103,160.667,0,121
