 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,160,160,160,16.000,155.077,0,107
2,0.000,146,146,146,88.051,152.872,0,109
3,0.000,151,151,151,164.359,150.821,0,111
4,0.000,165,165,165,239.846,149.179,0,113
5,0.000,151,151,151,318.205,147.949,0,115
6,0.000,152,152,152,395.744,148.769,0,117
7,0.000,122,122,122,471.641,149.179,0,119
