 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,153,153,153,44.615,150.462,0,93
2,0.000,129,129,129,138.103,147.949,0,95
3,0.000,142,142,142,236.154,145.487,0,97
4,0.000,172,172,172,336.256,145.077,0,99
5,0.000,194,194,194,431.436,145.077,0,101
6,0.000,153,153,153,529.077,147.538,0,103
