 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,151,151,151,71.692,139.692,0,83
2,0.000,146,146,146,147.128,138.513,0,85
3,0.000,179,179,179,250.513,136.872,0,87
4,0.000,167,167,167,356.359,136.462,0,89
5,0.000,127,127,127,456.462,134.821,0,91
