 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,161,161,161,18.462,193.538,0,55
2,0.000,155,155,155,178.308,197.179,0,57
3,0.000,185,185,185,335.436,203.333,0,59
4,0.000,151,151,151,480.256,213.590,0,61
