 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,150,150,150,98.718,145.897,0,25
2,0.000,154,154,154,262.000,150.410,0,27
3,0.000,165,165,165,420.769,154.513,0,29
