 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,150,150,150,6.462,158.769,0,2
2,0.000,155,155,155,88.872,157.385,0,3
3,0.000,138,138,138,175.846,155.333,0,5
4,0.000,129,129,129,271.436,152.051,0,7
5,0.000,158,158,158,370.718,152.462,0,9
6,0.000,151,151,151,470.821,151.641,0,11
