 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,156,156,156,14.769,191.077,0,89
2,0.000,170,170,170,130.718,193.077,0,91
3,0.000,196,196,196,257.077,195.128,0,93
4,0.000,159,159,159,403.949,202.103,0,95
