 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,142,142,142,24.615,193.538,0,40
2,0.000,182,182,182,178.308,198.410,0,41
3,0.000,202,202,202,326.410,204.564,0,43
4,0.000,156,156,156,464.256,214.821,0,45
