 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,190,190,190,71.385,177.846,0,21
2,0.000,190,190,190,218.103,181.590,0,23
3,0.000,201,201,201,352.256,186.923,0,25
4,0.000,146,146,146,509.795,193.897,0,27
