 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,165,165,165,75.692,175.077,0,97
2,0.000,167,167,167,221.795,177.487,0,99
3,0.000,118,118,118,353.487,181.590,0,101
4,0.000,150,150,150,495.026,186.103,0,103
