 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,148,148,148,76.308,267.077,0,63
2,0.000,141,141,141,248.051,271.846,0,65
3,0.000,159,159,159,421.590,276.359,0,67
