 ,Area,Mean,Min,Max,X,Y,%Area,Slice
1,0.000,127,127,127,42.462,186.154,0,125
2,0.000,151,151,151,191.026,191.846,0,127
3,0.000,190,190,190,338.718,198.821,0,129
4,0.000,153,153,153,485.590,200.872,0,131
